Unnamed: 0,country,designation,points,price,title,variety,winery
15607,Argentina,Broquel,80,17.0,Trapiche 2006 Broquel Pinot Noir (Mendoza),Pinot Noir,Trapiche
15608,US,,80,15.0,Pietra Santa 2004 Merlot (Cienega Valley),Merlot,Pietra Santa
15609,Argentina,,80,10.0,Ku Dé Ta 2006 Malbec (Mendoza),Malbec,Ku Dé Ta
15610,France,Beaune du Château Premier Cru,94,42.0,Bouchard Père & Fils 2005 Beaune du Château Premier Cru  (Beaune),Pinot Noir,Bouchard Père & Fils
15611,Australia,,91,17.0,Wakefield 2005 Shiraz (Clare Valley),Shiraz,Wakefield
15612,US,Rochioli-Allen Vineyards,95,70.0,Gary Farrell 2005 Rochioli-Allen Vineyards Pinot Noir (Russian River Valley),Pinot Noir,Gary Farrell
15613,Italy,Picolit,95,100.0,Livio Felluga 2004 Picolit Picolit (Colli Orientali del Friuli),Picolit,Livio Felluga
15614,US,Symmetry Meritage,95,55.0,Rodney Strong 2004 Symmetry Meritage Red (Alexander Valley),Bordeaux-style Red Blend,Rodney Strong
15615,US,Double L Vineyard Hat Trick,95,65.0,Morgan 2006 Double L Vineyard Hat Trick Chardonnay (Santa Lucia Highlands),Chardonnay,Morgan
15616,France,Château de Chamirey Les Ruelles Premier Cru,92,50.0,Domaines Devillard 2011 Château de Chamirey Les Ruelles Premier Cru  (Mercurey),Pinot Noir,Domaines Devillard
15617,US,,92,44.0,Freemark Abbey 2010 Cabernet Sauvignon (Napa Valley),Cabernet Sauvignon,Freemark Abbey
15618,Portugal,Bioma Vintage,92,,Niepoort 2011 Bioma Vintage  (Port),Port,Niepoort
15619,Austria,Beerenauslese,92,,Nittnaus Hans und Christine 2011 Beerenauslese White (Burgenland),Austrian white blend,Nittnaus Hans und Christine
15620,US,,92,62.0,Pride Mountain 2009 Cabernet Franc (Sonoma County),Cabernet Franc,Pride Mountain
15621,Portugal,Vintage,92,,Quinta do Crasto 2011 Vintage  (Port),Port,Quinta do Crasto
15622,US,Palisade,92,25.0,Soos Creek 2010 Palisade Red (Columbia Valley (WA)),Bordeaux-style Red Blend,Soos Creek
15623,US,Reserve,92,50.0,Summers 2010 Reserve Cabernet Sauvignon (Calistoga),Cabernet Sauvignon,Summers
15624,Italy,Capitel Monte Olmi,92,99.0,Tedeschi 2008 Capitel Monte Olmi  (Amarone della Valpolicella Classico),Red Blend,Tedeschi
15625,US,Port,92,16.0,Thurston Wolfe 2010 Port Touriga Nacional (Yakima Valley),Touriga Nacional,Thurston Wolfe
15626,US,Clone 115 Indigène Estate,92,50.0,Melville 2011 Clone 115 Indigène Estate Pinot Noir (Sta. Rita Hills),Pinot Noir,Melville
15627,US,Oriana,92,24.0,Brian Carter Cellars 2011 Oriana White (Columbia Valley (WA)),White Blend,Brian Carter Cellars
15628,Portugal,Vintage,92,,Broadbent 2011 Vintage  (Port),Port,Broadbent
15629,Italy,,92,85.0,Allegrini 2009  Amarone della Valpolicella Classico,Red Blend,Allegrini
15630,France,,92,19.0,Château de Chambert 2010 Malbec (Cahors),Malbec,Château de Chambert
15631,France,,92,45.0,Agly Brothers 2008 Red (Côtes du Roussillon),Rhône-style Red Blend,Agly Brothers
15632,Portugal,Vintage,92,78.0,Duorum 2011 Vintage  (Port),Port,Duorum
15633,US,,92,25.0,Elevation Cellars 2010 Merlot (Columbia Valley (WA)),Merlot,Elevation Cellars
15634,US,Les Collines,92,46.0,Forgeron 2010 Les Collines Syrah (Walla Walla Valley (WA)),Syrah,Forgeron
15635,US,Sea Smoke Vineyard,92,100.0,Foxen 2011 Sea Smoke Vineyard Pinot Noir (Sta. Rita Hills),Pinot Noir,Foxen
15636,US,Conner Lee Vineyard Gun Metal,92,39.0,Guardian 2010 Conner Lee Vineyard Gun Metal Red (Columbia Valley (WA)),Bordeaux-style Red Blend,Guardian
15637,US,,92,60.0,Pride Mountain 2010 Syrah (Sonoma County),Syrah,Pride Mountain
15638,US,,92,45.0,Saggi 2010 Red (Columbia Valley (WA)),Red Blend,Saggi
15639,Italy,Estate Collection,92,40.0,Sartori 2010 Estate Collection  (Amarone della Valpolicella),Red Blend,Sartori
15640,US,Untamed,92,48.0,Sparkman 2010 Untamed Syrah (Yakima Valley),Syrah,Sparkman
15641,Argentina,Enzo Bianchi,92,50.0,Valentin Bianchi 2009 Enzo Bianchi Red,Red Blend,Valentin Bianchi
15642,US,Sagemoor Vineyards,92,22.0,Januik 2012 Sagemoor Vineyards Sauvignon Blanc (Columbia Valley (WA)),Sauvignon Blanc,Januik
15643,US,,92,80.0,JR Wine 2009 Cabernet Sauvignon (Rutherford),Cabernet Sauvignon,JR Wine
15644,Italy,Campolongo di Torbe,92,165.0,Masi 2006 Campolongo di Torbe  (Amarone della Valpolicella Classico),Red Blend,Masi
15645,Italy,Corte Vaona,92,65.0,Novaia 2009 Corte Vaona  (Amarone della Valpolicella Classico),Red Blend,Novaia
15646,France,Cuvée Alain Thiénot,94,100.0,Thiénot 2007 Cuvée Alain Thiénot  (Champagne),Champagne Blend,Thiénot
15647,France,Cuvée Josephine Brut,94,125.0,Joseph Perrier 2008 Cuvée Josephine Brut  (Champagne),Champagne Blend,Joseph Perrier
15648,US,1023,94,70.0,Limerick Lane 2015 1023 Red (Russian River Valley),Red Blend,Limerick Lane
15649,France,Brut Nature Cramant Grand Cru,94,80.0,Lombard et Cie NV Brut Nature Cramant Grand Cru Chardonnay (Champagne),Chardonnay,Lombard et Cie
15650,France,Brut Nature Verzenay Grand Cru,94,80.0,Lombard et Cie NV Brut Nature Verzenay Grand Cru  (Champagne),Champagne Blend,Lombard et Cie
15651,France,Brut Rosé,94,80.0,Louis Roederer 2012 Brut Rosé  (Champagne),Champagne Blend,Louis Roederer
15652,US,Gibson Block,94,36.0,Marietta Cellars 2014 Gibson Block Syrah (McDowell Valley),Syrah,Marietta Cellars
15653,France,Ehrhart Hengst Grand Cru,94,30.0,Domaine Saint-Rémy 2015 Ehrhart Hengst Grand Cru Riesling (Alsace),Riesling,Domaine Saint-Rémy
15654,France,Pfersigberg Grand Cru,94,49.0,Domaine Zinck 2015 Pfersigberg Grand Cru Riesling (Alsace),Riesling,Domaine Zinck
15655,France,Kessler Grand Cru,94,30.0,Domaines Schlumberger 2014 Kessler Grand Cru Pinot Gris (Alsace),Pinot Gris,Domaines Schlumberger
15656,France,Pfersigberg Grand Cru,94,50.0,Emile Beyer 2015 Pfersigberg Grand Cru Gewurztraminer (Alsace),Gewürztraminer,Emile Beyer
15657,US,Sanford & Benedict,94,58.0,Fess Parker 2015 Sanford & Benedict Pinot Noir (Sta. Rita Hills),Pinot Noir,Fess Parker
15658,France,Grossi Laüe,94,75.0,Hugel 2011 Grossi Laüe Gewurztraminer (Alsace),Gewürztraminer,Hugel
15659,US,Rubicon,94,210.0,Inglenook 2013 Rubicon Cabernet Sauvignon (Rutherford),Cabernet Sauvignon,Inglenook
15660,France,Joyau de France,94,150.0,Boizel 2000 Joyau de France  (Champagne),Champagne Blend,Boizel
15661,France,Osterberg Grand Cru,94,37.0,André Kientzler 2016 Osterberg Grand Cru Riesling (Alsace),Riesling,André Kientzler
15662,France,Triple B,94,90.0,Besserat de Bellefon 2012 Triple B  (Champagne),Champagne Blend,Besserat de Bellefon
15663,France,Anne de K Schlossberg Grand Cru,94,25.0,Bestheim 2015 Anne de K Schlossberg Grand Cru Riesling (Alsace),Riesling,Bestheim
15664,France,Wiebelsberg Grand Cru,94,42.0,Boeckel 2014 Wiebelsberg Grand Cru Riesling (Alsace),Riesling,Boeckel
15665,US,Chateau Grand Reserve,94,175.0,Buena Vista 2014 Chateau Grand Reserve Cabernet Sauvignon (Napa Valley),Cabernet Sauvignon,Buena Vista
15666,US,,94,60.0,Della 2015 Chardonnay (Sonoma Coast),Chardonnay,Della
15667,US,,94,60.0,Della 2015 Pinot Noir (Russian River Valley),Pinot Noir,Della
15668,France,Steingrubler Grand Cru,94,36.0,Domaine Barmès-Buecher 2015 Steingrubler Grand Cru Gewurztraminer (Alsace),Gewürztraminer,Domaine Barmès-Buecher
15669,France,Mandelberg Grand Cru,94,40.0,Domaine Fernand Engel 2014 Mandelberg Grand Cru Riesling (Alsace),Riesling,Domaine Fernand Engel
15670,US,Refuge,94,30.0,Quivira 2015 Refuge Sauvignon Blanc (Dry Creek Valley),Sauvignon Blanc,Quivira
15671,Spain,Granja Gran Reserva,94,95.0,Remelluri 2011 Granja Gran Reserva  (Rioja),Red Blend,Remelluri
15672,US,Andromeda Devil's Gulch Ranch,94,60.0,Sean Thackrey 2015 Andromeda Devil's Gulch Ranch Pinot Noir (Marin County),Pinot Noir,Sean Thackrey
15673,France,Wineck-Schlossberg Grand Cru,94,44.0,Jean-Marc Bernhard 2015 Wineck-Schlossberg Grand Cru Riesling (Alsace),Riesling,Jean-Marc Bernhard
15674,France,Pfersigberg Grand Cru Trois Châteaux,94,39.0,Kuentz-Bas 2015 Pfersigberg Grand Cru Trois Châteaux Riesling (Alsace),Riesling,Kuentz-Bas
15675,US,Les Sols Arénacés,94,65.0,Lachini 2015 Les Sols Arénacés Chardonnay (Chehalem Mountains),Chardonnay,Lachini
15676,US,Carbonic,92,24.0,Alta Maria 2013 Carbonic Pinot Noir (Santa Maria Valley),Pinot Noir,Alta Maria
15677,Spain,Pagos Viejos,92,100.0,Artadi 2010 Pagos Viejos  (Rioja),Tempranillo Blend,Artadi
15678,Italy,,92,50.0,Benanti 2010  Etna,Nerello Cappuccio,Benanti
15679,US,Edna Valley,92,31.0,Indigené 2012 Edna Valley Pinot Noir (California),Pinot Noir,Indigené
15680,US,Endless Crush Rosé of,92,25.0,Inman Family 2013 Endless Crush Rosé of Pinot Noir (Russian River Valley),Pinot Noir,Inman Family
15681,US,Cuvée Los Gatos,92,23.0,Testarossa 2012 Cuvée Los Gatos Chardonnay (Monterey County),Chardonnay,Testarossa
15682,France,Les Petits Monts Premier Cru,92,145.0,Louis Latour 2011 Les Petits Monts Premier Cru  (Vosne-Romanée),Pinot Noir,Louis Latour
15683,US,LVdM Vineyard,92,30.0,:Nota Bene 2010 LVdM Vineyard Syrah (Yakima Valley),Syrah,:Nota Bene
15684,US,Carnal,92,40.0,Oso Libre 2011 Carnal G-S-M (Paso Robles),G-S-M,Oso Libre
15685,US,Domaine Lois Louise,92,42.0,Clos de la Tech 2009 Domaine Lois Louise Pinot Noir (Santa Cruz Mountains),Pinot Noir,Clos de la Tech
15686,France,Clos des Mouches Premier Cru,92,51.0,David Moreau 2011 Clos des Mouches Premier Cru  (Santenay),Pinot Noir,David Moreau
15687,France,Les Damodes,92,,Domaine Chantal Lescure 2011 Les Damodes  (Nuits-St.-Georges),Pinot Noir,Domaine Chantal Lescure
15688,France,Aux Vergelesses Premier Cru,92,44.0,Domaine Dublère 2011 Aux Vergelesses Premier Cru  (Savigny-lès-Beaune),Chardonnay,Domaine Dublère
15689,France,Les Archevêques,92,99.0,Les Vins de Vienne 2010 Les Archevêques  (Condrieu),Viognier,Les Vins de Vienne
15690,US,Seven Twenty Eight Fiddlestix Vineyard,92,42.0,Fiddlehead 2010 Seven Twenty Eight Fiddlestix Vineyard Pinot Noir (Sta. Rita Hills),Pinot Noir,Fiddlehead
15691,US,,92,32.0,L'Ecole No. 41 2011 Cabernet Sauvignon (Columbia Valley (WA)),Cabernet Sauvignon,L'Ecole No. 41
15692,France,Château Corton Grancey,92,140.0,Louis Latour 2011 Château Corton Grancey  (Corton),Pinot Noir,Louis Latour
15693,France,Domaine Grand Romane Cuvée Prestige,92,35.0,Pierre Amadieu 2010 Domaine Grand Romane Cuvée Prestige  (Gigondas),Rhône-style Red Blend,Pierre Amadieu
15694,France,Clos de Cromin,92,56.0,Alex Gambal 2011 Clos de Cromin  (Meursault),Chardonnay,Alex Gambal
15695,France,Les Grèves Premier Cru,92,57.0,Alex Gambal 2011 Les Grèves Premier Cru  (Beaune),Pinot Noir,Alex Gambal
15696,France,Premier Cru,92,80.0,Bouchard Père & Fils 2011 Premier Cru  (Pommard),Pinot Noir,Bouchard Père & Fils
15697,Chile,Orzada,88,20.0,Odfjell 2010 Orzada Carmenère (Maule Valley),Carmenère,Odfjell
15698,US,Estate Vineyards,88,12.0,Jones of Washington 2011 Estate Vineyards Riesling (Columbia Valley (WA)),Riesling,Jones of Washington
15699,Italy,Nuovo Quadro,88,,La Battistina 2011 Nuovo Quadro  (Gavi),Cortese,La Battistina
15700,US,Block 1910,88,48.0,Limerick Lane 2009 Block 1910 Zinfandel (Russian River Valley),Zinfandel,Limerick Lane
15701,Italy,,88,45.0,Mario Marengo 2008  Barolo,Nebbiolo,Mario Marengo
15702,Italy,,88,,Matteo Correggia 2009  Roero,Nebbiolo,Matteo Correggia
15703,Italy,Ad Altiora,88,,Michele Taliano 2009 Ad Altiora  (Barbaresco),Nebbiolo,Michele Taliano
15704,US,,88,15.0,Mercer 2010 Sauvignon Blanc (Columbia Valley (WA)),Sauvignon Blanc,Mercer
15705,US,Cuccio,88,27.0,Pech Merle 2010 Cuccio Zinfandel (Dry Creek Valley),Zinfandel,Pech Merle
15706,US,Estate Reserve,88,41.0,Rodrigue Molyneaux 2009 Estate Reserve Cabernet Sauvignon (Livermore Valley),Cabernet Sauvignon,Rodrigue Molyneaux
15707,US,,88,22.0,Seghesio 2011 Arneis (Russian River Valley),Arneis,Seghesio
15708,Greece,Made with Organic Grapes,88,45.0,Spiropoulos 2008 Made with Organic Grapes Agiorgitiko (Nemea),Agiorgitiko,Spiropoulos
15709,US,Simply White,88,20.0,Testa Vineyards NV Simply White White (Mendocino County),White Blend,Testa Vineyards
15710,US,No Oak,88,19.0,Tolosa 2010 No Oak Chardonnay (Central Coast),Chardonnay,Tolosa
15711,US,,88,30.0,Truchard 2008 Merlot (Carneros),Merlot,Truchard
15712,France,Sélection Extra Brut,88,,Jeaunaux-Robin NV Sélection Extra Brut  (Champagne),Champagne Blend,Jeaunaux-Robin
15713,Greece,Paranga,88,20.0,Kir-Yianni 2009 Paranga Red (Macedonia),Red Blend,Kir-Yianni
15714,US,Old Vine Reserve,88,32.0,Scott Harvey 2009 Old Vine Reserve Zinfandel (Amador County),Zinfandel,Scott Harvey
15715,Italy,Basarin,88,38.0,Adriano Marco & Vittorio 2009 Basarin  (Barbaresco),Nebbiolo,Adriano Marco & Vittorio
15716,US,,88,20.0,Channing Daughters 2010 Pinot Grigio (Long Island),Pinot Grigio,Channing Daughters
15717,US,Rosato Cabernet Sauvignon Mudd Vineyard,88,18.0,Channing Daughters 2011 Rosato Cabernet Sauvignon Mudd Vineyard Rosé (North Fork of Long Island),Rosé,Channing Daughters
15718,US,Rosato Refosco Home Farm Vineyard,88,20.0,"Channing Daughters 2011 Rosato Refosco Home Farm Vineyard Rosé (The Hamptons, Long Island)",Rosé,Channing Daughters
15719,France,Cuvée Prestige,88,14.0,Château de Cornemps 2010 Cuvée Prestige  (Bordeaux Supérieur),Bordeaux-style Red Blend,Château de Cornemps
15720,France,Brut,88,45.0,Duval-Leroy NV Brut  (Champagne),Champagne Blend,Duval-Leroy
15721,Chile,Single Vineyard Don Maximiano Estate,88,21.0,Errazuriz 2010 Single Vineyard Don Maximiano Estate Carmenère (Aconcagua Valley),Carmenère,Errazuriz
15722,Chile,Gran Araucano,88,35.0,François Lurton 2009 Gran Araucano Cabernet Sauvignon (Colchagua Valley),Cabernet Sauvignon,François Lurton
15723,France,,91,23.0,Château Picoron 2015  Castillon Côtes de Bordeaux,Bordeaux-style Red Blend,Château Picoron
15724,France,,91,25.0,Château Suau 2015  Cadillac Côtes de Bordeaux,Bordeaux-style Red Blend,Château Suau
15725,France,,91,35.0,Château Tour Grand Faurie 2014  Saint-Émilion,Bordeaux-style Red Blend,Château Tour Grand Faurie
15726,France,Cuvée Les Ormeaux,91,18.0,Clos Puy Arnaud 2015 Cuvée Les Ormeaux  (Castillon Côtes de Bordeaux),Bordeaux-style Red Blend,Clos Puy Arnaud
15727,Portugal,Late Bottled Vintage,91,26.0,Ferreira 2013 Late Bottled Vintage  (Port),Port,Ferreira
15728,Portugal,Private Selection Branco,91,28.0,Herdade do Esporão 2015 Private Selection Branco Sémillon (Alentejano),Sémillon,Herdade do Esporão
15729,US,Small Block Series Reserve,91,125.0,Hess 2014 Small Block Series Reserve Cabernet Sauvignon (Napa Valley),Cabernet Sauvignon,Hess
15730,Israel,Kerem Nilli,91,48.0,Jezreel 2014 Kerem Nilli Argaman (Samson),Argaman,Jezreel
15731,Portugal,Periquita Superyor,91,40.0,José Maria da Fonseca 2014 Periquita Superyor Red (Península de Setúbal),Portuguese Red,José Maria da Fonseca
15732,US,Precioso,91,75.0,Keller 2014 Precioso Pinot Noir (Sonoma Coast),Pinot Noir,Keller
15733,US,Kelli Ann Vineyard,91,40.0,La Crema 2015 Kelli Ann Vineyard Chardonnay (Russian River Valley),Chardonnay,La Crema
15734,US,Riverview Vineyard Estate Grown,91,35.0,Metz Road 2015 Riverview Vineyard Estate Grown Pinot Noir (Monterey),Pinot Noir,Metz Road
15735,US,Mare Nectaris Reserve,91,52.0,Midnight 2013 Mare Nectaris Reserve Red (Paso Robles),Bordeaux-style Red Blend,Midnight
15736,US,Bentrock Vineyard,91,48.0,Montemar Wines 2012 Bentrock Vineyard Pinot Noir (Sta. Rita Hills),Pinot Noir,Montemar Wines
15737,Portugal,,91,22.0,Quinta do Perdigão 2015 Encruzado (Dão),Encruzado,Quinta do Perdigão
15738,Portugal,Pôpa Tinto,91,18.0,Quinta do Pôpa 2014 Pôpa Tinto Red (Douro),Portuguese Red,Quinta do Pôpa
15739,Portugal,Vinha da Urze Grande Reserva Tinto,91,19.0,Rui Roboredo Madeira 2013 Vinha da Urze Grande Reserva Tinto Red (Douro),Portuguese Red,Rui Roboredo Madeira
15740,US,Two Range,91,25.0,Rutherford Ranch 2015 Two Range Red (Napa Valley),Red Blend,Rutherford Ranch
15741,Portugal,Santos da Casa Reserva,91,15.0,Santos & Seixo 2016 Santos da Casa Reserva Alvarinho (Vinho Verde),Alvarinho,Santos & Seixo
15742,Chile,Single Vineyard,91,25.0,Valdivieso 2013 Single Vineyard Cabernet Franc (Sagrada Familia),Cabernet Franc,Valdivieso
15743,Portugal,Colheita,91,18.0,Vinha Paz 2015 Colheita Red (Dão),Portuguese Red,Vinha Paz
15744,US,,91,,Westerly 2012 Cabernet Sauvignon (Happy Canyon of Santa Barbara),Cabernet Sauvignon,Westerly
15745,US,Abroachment,91,18.0,Workman Ayer 2015 Abroachment Viognier (Lodi),Viognier,Workman Ayer
15746,US,Estrella,91,65.0,Zaca Mesa 2014 Estrella Syrah (Santa Ynez Valley),Syrah,Zaca Mesa
15747,US,Stagecoach Vineyard,91,95.0,Addendum 2014 Stagecoach Vineyard Cabernet Sauvignon (Atlas Peak),Cabernet Sauvignon,Addendum
15748,US,Smothers-Remick Ridge Vineyard,91,85.0,Arrowood 2013 Smothers-Remick Ridge Vineyard Cabernet Sauvignon (Sonoma Valley),Cabernet Sauvignon,Arrowood
15749,Portugal,Quinta da Garrida Reserva,91,35.0,Bacalhôa Wines of Portugal 2014 Quinta da Garrida Reserva Red (Dão),Portuguese Red,Bacalhôa Wines of Portugal
15750,Uruguay,Monte Vide Eu Tannat-Merlot-Tempranillo,91,60.0,Bouza 2015 Monte Vide Eu Tannat-Merlot-Tempranillo Red (Montevideo),Red Blend,Bouza
15751,Uruguay,,91,25.0,Bouza 2017 Albariño (Montevideo),Albariño,Bouza
15752,Italy,,91,,Cantina Fratelli Pardi 2013  Montefalco Sagrantino,Sagrantino,Cantina Fratelli Pardi
15753,US,,88,27.0,Trinitas 2006 Pinot Noir (Carneros),Pinot Noir,Trinitas
15754,Argentina,Elevated,88,13.0,High Note 2007 Elevated Malbec (Uco Valley),Malbec,High Note
15755,Italy,Donna Lisa Rosso,88,16.0,Leone de Castris 2003 Donna Lisa Rosso Red (Salice Salentino),Red Blend,Leone de Castris
15756,Italy,Gravello,88,33.0,Librandi 2005 Gravello Red (Val di Neto),Red Blend,Librandi
15757,Italy,Archimede Eloro,88,40.0,Marabino 2006 Archimede Eloro Nero d'Avola (Sicilia),Nero d'Avola,Marabino
15758,Australia,,88,20.0,Marlargo 2005 Shiraz (McLaren Vale),Shiraz,Marlargo
15759,US,,88,33.0,Morrison Lane 2005 Counoise (Walla Walla Valley (WA)),Counoise,Morrison Lane
15760,US,,88,14.0,Watermill 2006 Viognier (Columbia Valley (WA)),Viognier,Watermill
15761,Portugal,Vila Santa,88,20.0,J. Portugal Ramos 2007 Vila Santa Trincadeira (Alentejano),Trincadeira,J. Portugal Ramos
15762,Australia,,88,19.0,Koonowla 2007 Riesling (Clare Valley),Riesling,Koonowla
15763,Italy,La Corte Solyss,88,15.0,La Corte 2006 La Corte Solyss Negroamaro (Puglia),Negroamaro,La Corte
15764,Australia,Whippet,88,18.0,Longview 2007 Whippet Sauvignon Blanc (Adelaide Hills),Sauvignon Blanc,Longview
15765,Italy,Bidis,88,35.0,Valle dell'Acate 2006 Bidis White (Sicilia),White Blend,Valle dell'Acate
15766,US,Lonesome Spring Ranch,88,16.0,Viento 2006 Lonesome Spring Ranch Viognier (Columbia Valley (WA)),Viognier,Viento
15767,Portugal,Pintas Character,88,38.0,Wine & Soul 2005 Pintas Character Red (Douro),Portuguese Red,Wine & Soul
15768,Italy,Graticciaia,88,,Agricole Vallone 2003 Graticciaia Red (Salento),Red Blend,Agricole Vallone
15769,Portugal,Charamba,88,8.0,Aveleda 2005 Charamba Red (Douro),Portuguese Red,Aveleda
15770,Italy,,88,44.0,Ferrandes 2004  Passito di Pantelleria,Zibibbo,Ferrandes
15771,Italy,Chiaramonte,88,16.0,Firriato 2006 Chiaramonte Nero d'Avola (Sicilia),Nero d'Avola,Firriato
15772,Australia,Hazard Hill,88,14.0,Plantagenet 2007 Hazard Hill Semillon-Sauvignon Blanc (Western Australia),Semillon-Sauvignon Blanc,Plantagenet
15773,US,Seven Hills Vineyard,88,45.0,Reininger 2005 Seven Hills Vineyard Carmenère (Walla Walla Valley (WA)),Carmenère,Reininger
15774,Germany,Zeltinger Sonnenuhr Auslese,95,52.0,Joh. Jos. Prüm 2013 Zeltinger Sonnenuhr Auslese Riesling (Mosel),Riesling,Joh. Jos. Prüm
15775,Germany,Bernkasteler Badstube Auslese,95,50.0,Joh. Jos. Prüm 2013 Bernkasteler Badstube Auslese Riesling (Mosel),Riesling,Joh. Jos. Prüm
15776,Portugal,Vinha do Rio,95,150.0,Quinta Vale Dona Maria 2012 Vinha do Rio Red (Douro),Portuguese Red,Quinta Vale Dona Maria
15777,US,Fay,95,125.0,Stag's Leap Wine Cellars 2012 Fay Cabernet Sauvignon (Stags Leap District),Cabernet Sauvignon,Stag's Leap Wine Cellars
15778,Portugal,Pintas,95,100.0,Wine & Soul 2012 Pintas Red (Douro),Portuguese Red,Wine & Soul
15779,Portugal,Quinta da Manoella Vinhas Velhas,95,100.0,Wine & Soul 2012 Quinta da Manoella Vinhas Velhas Red (Douro),Portuguese Red,Wine & Soul
15780,Portugal,Reserva,94,70.0,Quinta do Passadouro 2012 Reserva Red (Douro),Portuguese Red,Quinta do Passadouro
15781,US,Estate Bottled,94,50.0,Regusci 2012 Estate Bottled Cabernet Sauvignon (Stags Leap District),Cabernet Sauvignon,Regusci
15782,Germany,Leiwener Laurentiuslay Spätlese Erste Lage,94,42.0,St. Urbans-Hof 2013 Leiwener Laurentiuslay Spätlese Erste Lage Riesling (Mosel),Riesling,St. Urbans-Hof
15783,US,Shea Vineyard,94,45.0,WildAire 2012 Shea Vineyard Pinot Noir,Pinot Noir,WildAire
15784,US,Boekenoogen Vineyard,94,49.0,Wrath 2012 Boekenoogen Vineyard Pinot Noir (Santa Lucia Highlands),Pinot Noir,Wrath
15785,US,Rattlesnake,94,175.0,Barnett 2012 Rattlesnake Cabernet Sauvignon (Spring Mountain District),Cabernet Sauvignon,Barnett
15786,US,459,94,90.0,Brewer-Clifton 2012 459 Pinot Noir (Sta. Rita Hills),Pinot Noir,Brewer-Clifton
15787,US,Duvarita Vineyard,94,50.0,Chanin 2013 Duvarita Vineyard Pinot Noir (Santa Barbara County),Pinot Noir,Chanin
15788,Germany,Hochheimer Domdechaney Spätlese,94,37.0,Domdechant Werner 2013 Hochheimer Domdechaney Spätlese Riesling (Rheingau),Riesling,Domdechant Werner
15789,Spain,Mas de la Rosa,94,165.0,Vall Llach 2012 Mas de la Rosa Red (Priorat),Red Blend,Vall Llach
15790,Italy,Alimata,94,35.0,Villa Raiano 2013 Alimata  (Fiano di Avellino),Fiano,Villa Raiano
15791,US,,94,125.0,Pine Ridge 2012 Cabernet Sauvignon (Stags Leap District),Cabernet Sauvignon,Pine Ridge
15792,Portugal,Referência Grande Reserva,94,75.0,Quinta Nova de Nossa Senhora do Carmo 2012 Referência Grande Reserva Red (Douro),Portuguese Red,Quinta Nova de Nossa Senhora do Carmo
15793,US,Isabelle,94,50.0,Au Bon Climat 2011 Isabelle Pinot Noir (California),Pinot Noir,Au Bon Climat
15794,US,Black Label,94,75.0,Baldacci 2012 Black Label Cabernet Sauvignon (Stags Leap District),Cabernet Sauvignon,Baldacci
15795,US,Beau Mélange,94,150.0,Chateau Margene 2010 Beau Mélange Red (Paso Robles),Bordeaux-style Red Blend,Chateau Margene
15796,Spain,Clos Figueres,94,85.0,Clos Figueras 2010 Clos Figueres Red (Priorat),Red Blend,Clos Figueras
15797,Portugal,CV Curriculum Vitae,94,99.0,Lemos & Van Zeller 2012 CV Curriculum Vitae Red (Douro),Portuguese Red,Lemos & Van Zeller
15798,Portugal,Santos da Casa Grande Reserva,94,45.0,Casca Wines 2010 Santos da Casa Grande Reserva Red (Douro),Portuguese Red,Casca Wines
15799,US,Catalina Island Vineyards,94,72.0,Rusack 2012 Catalina Island Vineyards Pinot Noir (California),Pinot Noir,Rusack
15800,US,One Point Five,94,80.0,Shafer 2012 One Point Five Cabernet Sauvignon (Stags Leap District),Cabernet Sauvignon,Shafer
15801,Portugal,Reserva,94,30.0,Monte dos Cabaços 2007 Reserva Red (Alentejano),Portuguese Red,Monte dos Cabaços
15802,US,Hyde Vineyard,94,60.0,Patz & Hall 2012 Hyde Vineyard Chardonnay (Carneros),Chardonnay,Patz & Hall
15803,US,Lia's Vineyard,94,50.0,J. Christopher 2012 Lia's Vineyard Pinot Noir (Chehalem Mountains),Pinot Noir,J. Christopher
15804,Chile,,85,10.0,oops 2010 Chardonnay (Central Valley),Chardonnay,oops
15805,US,,85,26.0,Riverbench 2009 Chardonnay (Santa Maria Valley),Chardonnay,Riverbench
15806,US,,85,15.0,Rock Stream 2009 Chardonnay (Seneca Lake),Chardonnay,Rock Stream
15807,US,Reserve,85,20.0,Standing Stone 2008 Reserve Chardonnay (Finger Lakes),Chardonnay,Standing Stone
15808,US,Vintner's Collection,85,15.0,Sterling 2009 Vintner's Collection Merlot (Central Coast),Merlot,Sterling
15809,Chile,,85,9.0,Sundance 2010 Merlot (Maule Valley),Merlot,Sundance
15810,US,Oak Summit Vineyard,85,22.0,Tousey 2010 Oak Summit Vineyard Cabernet Franc (Hudson River Region),Cabernet Franc,Tousey
15811,US,Reserve,85,25.0,Biltmore Estate 2009 Reserve Pinot Noir (Russian River Valley),Pinot Noir,Biltmore Estate
15812,Spain,White,85,8.0,Borsao 2010 White Macabeo (Campo de Borja),Macabeo,Borsao
15813,US,Grand Monarque Cuvee,85,25.0,Brotherhood NV Grand Monarque Cuvee Sparkling (Hudson River Region),Sparkling Blend,Brotherhood
15814,US,Hobo,85,30.0,Carivintas 2007 Hobo Petite Sirah (Santa Barbara County),Petite Sirah,Carivintas
15815,France,,85,22.0,Château Cru de Verdun 2009  Médoc,Bordeaux-style Red Blend,Château Cru de Verdun
